BASE_DEPTH,MINIMUM_TASK_COUNT,RUN_NUMBER,RUNTIME
82,4200,1,0.413420
82,4200,2,0.475642
82,4200,3,0.351893
82,4200,4,0.357206
82,4200,5,0.205850
82,4200,6,0.255175
82,4400,1,0.366312
82,4400,2,0.151976
82,4400,3,0.584973
82,4400,4,0.536091
82,4400,5,0.158723
82,4400,6,0.536054
82,4600,1,0.358105
82,4600,2,0.383466
82,4600,3,0.684764
82,4600,4,0.257840
82,4600,5,0.422243
82,4600,6,0.205020
82,4800,1,0.573296
82,4800,2,0.576586
82,4800,3,0.536954
82,4800,4,0.537584
82,4800,5,0.325075
82,4800,6,0.463145
82,5000,1,0.225326
82,5000,2,0.256219
82,5000,3,0.107823
82,5000,4,0.230636
82,5000,5,0.559172
82,5000,6,0.291637
82,5200,1,0.504232
82,5200,2,0.160763
82,5200,3,0.518778
82,5200,4,0.279274
82,5200,5,0.380032
82,5200,6,0.474603
82,5400,1,0.191692
82,5400,2,0.483805
82,5400,3,0.604765
82,5400,4,0.202665
82,5400,5,0.633408
82,5400,6,0.535487
82,5600,1,0.533309
82,5600,2,0.415226
82,5600,3,0.278640
82,5600,4,0.146677
82,5600,5,0.581702
82,5600,6,0.239457
82,5800,1,0.544966
82,5800,2,0.357734
82,5800,3,0.615021
82,5800,4,0.437651
82,5800,5,0.320565
82,5800,6,0.465612
82,6000,1,0.298150
82,6000,2,0.231400
82,6000,3,0.663683
82,6000,4,0.531006
82,6000,5,0.569926
82,6000,6,0.525777
82,6200,1,0.481102
82,6200,2,0.540152
82,6200,3,0.499391
82,6200,4,0.250577
82,6200,5,0.727535
82,6200,6,0.197094
82,6400,1,0.560093
82,6400,2,0.223574
82,6400,3,0.316935
82,6400,4,0.462423
82,6400,5,0.440192
82,6400,6,0.581894
82,6600,1,0.271271
82,6600,2,0.537711
82,6600,3,0.426776
82,6600,4,0.488710
82,6600,5,0.462386
82,6600,6,0.237373
82,6800,1,0.372300
82,6800,2,0.386553
82,6800,3,0.662524
82,6800,4,0.486546
82,6800,5,0.383233
82,6800,6,0.348423
82,7000,1,0.448887
82,7000,2,0.296544
82,7000,3,0.217177
82,7000,4,0.136224
82,7000,5,0.845929
82,7000,6,0.156580
82,7200,1,0.503821
82,7200,2,0.429891
82,7200,3,0.403800
82,7200,4,0.167713
82,7200,5,0.488475
82,7200,6,0.271310
82,7400,1,0.184357
82,7400,2,0.364672
82,7400,3,0.479202
82,7400,4,0.528686
82,7400,5,0.649895
82,7400,6,0.575792
82,7600,1,0.129268
82,7600,2,0.308720
82,7600,3,0.605909
82,7600,4,0.243762
82,7600,5,0.454557
82,7600,6,0.516174
82,7800,1,0.578954
82,7800,2,0.614736
82,7800,3,0.635230
82,7800,4,0.425609
82,7800,5,0.716783
82,7800,6,0.295116
82,8000,1,0.244192
82,8000,2,0.588905
82,8000,3,0.287799
82,8000,4,0.689482
82,8000,5,0.137080
82,8000,6,0.298837
82,8200,1,0.200594
82,8200,2,0.270458
82,8200,3,0.443149
82,8200,4,0.413278
82,8200,5,0.491488
82,8200,6,0.501287
82,8400,1,0.740767
82,8400,2,0.682586
82,8400,3,0.621946
82,8400,4,0.563212
82,8400,5,0.274270
82,8400,6,0.464735
82,8600,1,0.396512
82,8600,2,0.552203
82,8600,3,0.165153
82,8600,4,0.132757
82,8600,5,0.527945
82,8600,6,0.340956
82,8800,1,0.473220
82,8800,2,0.575134
82,8800,3,0.224872
82,8800,4,0.544778
82,8800,5,0.599265
82,8800,6,0.565702
82,9000,1,0.515371
82,9000,2,0.473390
82,9000,3,0.349053
82,9000,4,0.592267
82,9000,5,0.583082
82,9000,6,0.649230
82,9200,1,0.586247
82,9200,2,0.606667
82,9200,3,0.514290
82,9200,4,0.438676
82,9200,5,0.103722
82,9200,6,0.554760
82,9400,1,0.427834
82,9400,2,0.157892
82,9400,3,0.222372
82,9400,4,0.281284
82,9400,5,0.447899
82,9400,6,0.540232
82,9600,1,0.447209
82,9600,2,0.301951
82,9600,3,0.553106
82,9600,4,0.710073
82,9600,5,0.630422
82,9600,6,0.388775
82,9800,1,0.114681
82,9800,2,0.375675
82,9800,3,0.583779
82,9800,4,0.274454
82,9800,5,0.208596
82,9800,6,0.475981
82,10000,1,0.369999
82,10000,2,0.281293
82,10000,3,0.434084
82,10000,4,0.409123
82,10000,5,0.289338
82,10000,6,0.357539
86,1000,1,1.195470
86,1000,2,0.752981
86,1000,3,1.654352
86,1000,4,1.655758
86,1000,5,0.333341
86,1000,6,1.214576
86,1200,1,1.211210
86,1200,2,1.196589
86,1200,3,0.446388
86,1200,4,0.741930
86,1200,5,1.196823
86,1200,6,1.660151
86,1400,1,0.756522
86,1400,2,1.212525
86,1400,3,0.624524
86,1400,4,0.661260
86,1400,5,0.754509
86,1400,6,0.658399
86,1600,1,0.656927
86,1600,2,0.201565
86,1600,3,0.645186
86,1600,4,0.596558
86,1600,5,0.171739
86,1600,6,0.613176
86,1800,1,1.205200
86,1800,2,1.200174
86,1800,3,0.658217
86,1800,4,0.665098
86,1800,5,0.390387
86,1800,6,1.203878
86,2000,1,0.527873
86,2000,2,0.765185
86,2000,3,0.557752
86,2000,4,0.344953
86,2000,5,0.276837
86,2000,6,0.339660
86,2200,1,0.607271
86,2200,2,0.569827
86,2200,3,0.510456
86,2200,4,0.481483
86,2200,5,0.766545
86,2200,6,0.285322
86,2400,1,0.584243
86,2400,2,0.547077
86,2400,3,0.347303
86,2400,4,0.435773
86,2400,5,0.271100
86,2400,6,0.344054
86,2600,1,0.272967
86,2600,2,0.151630
86,2600,3,0.536920
86,2600,4,0.351057
86,2600,5,0.563570
86,2600,6,0.661372
86,2800,1,0.298275
86,2800,2,0.406362
86,2800,3,0.517512
86,2800,4,0.569558
86,2800,5,0.358768
86,2800,6,0.225995
86,3000,1,0.586874
86,3000,2,0.138532
86,3000,3,0.588493
86,3000,4,0.213540
86,3000,5,0.178433
86,3000,6,0.246738
86,3200,1,0.362388
86,3200,2,0.511270
86,3200,3,0.160403
86,3200,4,0.585737
86,3200,5,0.586260
86,3200,6,0.413665
86,3400,1,0.281067
86,3400,2,0.238098
86,3400,3,0.683127
86,3400,4,0.302397
86,3400,5,0.373675
86,3400,6,0.828213
86,3600,1,0.303220
86,3600,2,0.347459
86,3600,3,0.261723
86,3600,4,0.460361
86,3600,5,0.693107
86,3600,6,0.279313
86,3800,1,0.540383
86,3800,2,0.541504
86,3800,3,0.538734
86,3800,4,0.134850
86,3800,5,0.286786
86,3800,6,0.678307
86,4000,1,0.344317
86,4000,2,0.617205
86,4000,3,0.538697
86,4000,4,0.453721
86,4000,5,0.577777
86,4000,6,0.509916
86,4200,1,0.872285
86,4200,2,0.217961
86,4200,3,0.545703
86,4200,4,0.617483
86,4200,5,0.160727
86,4200,6,0.483645
86,4400,1,0.243094
86,4400,2,0.237886
86,4400,3,0.651879
86,4400,4,0.146754
86,4400,5,0.500733
86,4400,6,0.091979
86,4600,1,0.219193
86,4600,2,0.206299
86,4600,3,0.544306
86,4600,4,0.617342
86,4600,5,0.557272
86,4600,6,0.450376
86,4800,1,0.161489
86,4800,2,0.243630
86,4800,3,0.712217
86,4800,4,0.334803
86,4800,5,0.289629
86,4800,6,0.493047
86,5000,1,0.498023
86,5000,2,0.496018
86,5000,3,0.280455
86,5000,4,0.654138
86,5000,5,0.605446
86,5000,6,0.543928
86,5200,1,0.515306
86,5200,2,0.291575
86,5200,3,0.722159
86,5200,4,0.499841
86,5200,5,0.280744
86,5200,6,0.595264
86,5400,1,0.551997
86,5400,2,0.605258
86,5400,3,0.334624
86,5400,4,0.485316
86,5400,5,0.443450
86,5400,6,0.473955
86,5600,1,0.482732
86,5600,2,0.324408
86,5600,3,0.589020
86,5600,4,0.524551
86,5600,5,0.381765
86,5600,6,0.269560
86,5800,1,0.675394
86,5800,2,0.548859
86,5800,3,0.463136
86,5800,4,0.187965
86,5800,5,0.519803
86,5800,6,0.506426
86,6000,1,0.221584
86,6000,2,0.491593
86,6000,3,0.456030
86,6000,4,0.284925
86,6000,5,0.604232
86,6000,6,0.646197
86,6200,1,0.389830
86,6200,2,0.476015
86,6200,3,0.489529
86,6200,4,0.593319
86,6200,5,0.425742
86,6200,6,0.542880
86,6400,1,0.549305
86,6400,2,0.278450
86,6400,3,0.292523
86,6400,4,0.325458
86,6400,5,0.363667
86,6400,6,0.583558
86,6600,1,0.489571
86,6600,2,0.624340
86,6600,3,0.726083
86,6600,4,0.579656
86,6600,5,0.121412
86,6600,6,0.607106
86,6800,1,0.262368
86,6800,2,0.299784
86,6800,3,0.221584
86,6800,4,0.218543
86,6800,5,0.178059
86,6800,6,0.314106
86,7000,1,0.327729
86,7000,2,0.642099
86,7000,3,0.465237
86,7000,4,0.581235
86,7000,5,0.315635
86,7000,6,0.200588
86,7200,1,0.480542
86,7200,2,0.429315
86,7200,3,0.312917
86,7200,4,0.411412
86,7200,5,0.468232
86,7200,6,0.414316
86,7400,1,0.473845
86,7400,2,0.327457
86,7400,3,0.226537
86,7400,4,0.512135
86,7400,5,0.483387
86,7400,6,0.592256
86,7600,1,0.633244
86,7600,2,0.509480
86,7600,3,0.568820
86,7600,4,0.280721
86,7600,5,0.292705
86,7600,6,0.277231
86,7800,1,0.565645
86,7800,2,0.352022
86,7800,3,0.401162
86,7800,4,0.423525
86,7800,5,0.380296
86,7800,6,0.518085
86,8000,1,0.508229
86,8000,2,0.613663
86,8000,3,0.571555
86,8000,4,0.223522
86,8000,5,0.352865
86,8000,6,0.289271
86,8200,1,0.650779
86,8200,2,0.627552
86,8200,3,0.346955
86,8200,4,0.162879
86,8200,5,0.634566
86,8200,6,0.300207
86,8400,1,0.609170
86,8400,2,0.598884
86,8400,3,0.716405
86,8400,4,0.166725
86,8400,5,0.555739
86,8400,6,0.324699
86,8600,1,0.271518
86,8600,2,0.415151
86,8600,3,0.494494
86,8600,4,0.139986
86,8600,5,0.616618
86,8600,6,0.535784
86,8800,1,0.216798
86,8800,2,0.400887
86,8800,3,0.279241
86,8800,4,0.391786
86,8800,5,0.292625
86,8800,6,0.669237
86,9000,1,0.353065
86,9000,2,0.410516
86,9000,3,0.423029
86,9000,4,0.229263
86,9000,5,0.339308
86,9000,6,0.571940
86,9200,1,0.353129
86,9200,2,0.577545
86,9200,3,0.218995
86,9200,4,0.559519
86,9200,5,0.571786
86,9200,6,0.224519
86,9400,1,0.477141
86,9400,2,0.376326
86,9400,3,0.615762
86,9400,4,0.598715
86,9400,5,0.186440
86,9400,6,0.426147
86,9600,1,0.217499
86,9600,2,0.221112
86,9600,3,0.436923
86,9600,4,0.672478
86,9600,5,0.304858
86,9600,6,0.227179
86,9800,1,0.473467
86,9800,2,0.351910
86,9800,3,0.154801
86,9800,4,0.639159
86,9800,5,0.747023
86,9800,6,0.165507
86,10000,1,0.518034
86,10000,2,0.210520
86,10000,3,0.472133
86,10000,4,0.300248
86,10000,5,0.467174
86,10000,6,0.507512
90,1000,1,1.655146
90,1000,2,1.209279
90,1000,3,1.654289
90,1000,4,1.213553
90,1000,5,1.212063
90,1000,6,1.222047
90,1200,1,1.657271
90,1200,2,0.657932
90,1200,3,1.212152
90,1200,4,1.655747
90,1200,5,1.211100
90,1200,6,1.194798
90,1400,1,0.657445
90,1400,2,1.663585
90,1400,3,1.200541
90,1400,4,1.211820
90,1400,5,1.214643
90,1400,6,1.215768
90,1600,1,0.588026
90,1600,2,1.202978
90,1600,3,0.656966
90,1600,4,0.757132
90,1600,5,0.692459
90,1600,6,0.660887
90,1800,1,0.367056
90,1800,2,0.490024
90,1800,3,0.258811
90,1800,4,0.606149
90,1800,5,0.762231
90,1800,6,0.643937
90,2000,1,0.693124
90,2000,2,0.693437
90,2000,3,0.597010
90,2000,4,0.739732
90,2000,5,0.249601
90,2000,6,0.228647
90,2200,1,0.576659
90,2200,2,0.405121
90,2200,3,0.344583
90,2200,4,0.083176
90,2200,5,0.395650
90,2200,6,0.630208
90,2400,1,0.349424
90,2400,2,0.486953
90,2400,3,0.374990
90,2400,4,0.474721
90,2400,5,0.598917
90,2400,6,0.564069
90,2600,1,0.200908
90,2600,2,0.592207
90,2600,3,0.263001
90,2600,4,0.233620
90,2600,5,0.173282
90,2600,6,0.110614
90,2800,1,0.260180
90,2800,2,0.290977
90,2800,3,0.566925
90,2800,4,0.550950
90,2800,5,0.556408
90,2800,6,0.560266
90,3000,1,0.598640
90,3000,2,0.327295
90,3000,3,0.271723
90,3000,4,0.523008
90,3000,5,0.566768
90,3000,6,0.430536
90,3200,1,0.248092
90,3200,2,0.558347
90,3200,3,0.450734
90,3200,4,0.539136
90,3200,5,0.106496
90,3200,6,0.177958
90,3400,1,0.704594
90,3400,2,0.394837
90,3400,3,0.291439
90,3400,4,0.404587
90,3400,5,0.307026
90,3400,6,0.215165
90,3600,1,0.319908
90,3600,2,0.315389
90,3600,3,0.556573
90,3600,4,0.599674
90,3600,5,0.545445
90,3600,6,0.188803
90,3800,1,0.257253
90,3800,2,0.317533
90,3800,3,0.229037
90,3800,4,0.121656
90,3800,5,0.561274
90,3800,6,0.494734
90,4000,1,0.656049
90,4000,2,0.287488
90,4000,3,0.201059
90,4000,4,0.117017
90,4000,5,0.581469
90,4000,6,0.172729
90,4200,1,0.273922
90,4200,2,0.645673
90,4200,3,0.512717
90,4200,4,0.502731
90,4200,5,0.236043
90,4200,6,0.558442
90,4400,1,0.416916
90,4400,2,0.187743
90,4400,3,0.336319
90,4400,4,0.581888
90,4400,5,0.621513
90,4400,6,0.333275
90,4600,1,0.344472
90,4600,2,0.332553
90,4600,3,0.194336
90,4600,4,0.530530
90,4600,5,0.326731
90,4600,6,0.186556
90,4800,1,0.415210
90,4800,2,0.438150
90,4800,3,0.559239
90,4800,4,0.264922
90,4800,5,0.358946
90,4800,6,0.462126
90,5000,1,0.247091
90,5000,2,0.626364
90,5000,3,0.501457
90,5000,4,0.249823
90,5000,5,0.622824
90,5000,6,0.158390
90,5200,1,0.342900
90,5200,2,0.605354
90,5200,3,0.394106
90,5200,4,0.496125
90,5200,5,0.137177
90,5200,6,0.231812
90,5400,1,0.234343
90,5400,2,0.348488
90,5400,3,0.460817
90,5400,4,0.450601
90,5400,5,0.257146
90,5400,6,0.203238
90,5600,1,0.682621
90,5600,2,0.514942
90,5600,3,0.707916
90,5600,4,0.705928
90,5600,5,0.609144
90,5600,6,0.465646
90,5800,1,0.421405
90,5800,2,0.543674
90,5800,3,0.705423
90,5800,4,0.374419
90,5800,5,0.226673
90,5800,6,0.743123
90,6000,1,0.465961
90,6000,2,0.598100
90,6000,3,0.228480
90,6000,4,0.326570
90,6000,5,0.557927
90,6000,6,0.460083
90,6200,1,0.284541
90,6200,2,0.357506
90,6200,3,0.596391
90,6200,4,0.492736
90,6200,5,0.241342
90,6200,6,0.406603
90,6400,1,0.244620
90,6400,2,0.474103
90,6400,3,0.483730
90,6400,4,0.530441
90,6400,5,0.244803
90,6400,6,0.482658
90,6600,1,0.245877
90,6600,2,0.365543
90,6600,3,0.244297
90,6600,4,0.760233
90,6600,5,0.501877
90,6600,6,0.247658
90,6800,1,0.226951
90,6800,2,0.205283
90,6800,3,0.638558
90,6800,4,0.261998
90,6800,5,0.577384
90,6800,6,0.401505
90,7000,1,0.402215
90,7000,2,0.570563
90,7000,3,0.209010
90,7000,4,0.304126
90,7000,5,0.294503
90,7000,6,0.466988
90,7200,1,0.269179
90,7200,2,0.312741
90,7200,3,0.561952
90,7200,4,0.610249
90,7200,5,0.295361
90,7200,6,0.281979
90,7400,1,0.644272
90,7400,2,0.505692
90,7400,3,0.209273
90,7400,4,0.642175
90,7400,5,0.351192
90,7400,6,0.292162
90,7600,1,0.248992
90,7600,2,0.332711
90,7600,3,0.512925
90,7600,4,0.544551
90,7600,5,0.625390
90,7600,6,0.143935
90,7800,1,0.650127
90,7800,2,0.562564
90,7800,3,0.649838
90,7800,4,0.596111
90,7800,5,0.723674
90,7800,6,0.393728
90,8000,1,0.504659
90,8000,2,0.321676
90,8000,3,0.575372
90,8000,4,0.330389
90,8000,5,0.299039
90,8000,6,0.348496
90,8200,1,0.359088
90,8200,2,0.537473
90,8200,3,0.603941
90,8200,4,0.354560
90,8200,5,0.404081
90,8200,6,0.274746
90,8400,1,0.373525
90,8400,2,0.556009
90,8400,3,0.488633
90,8400,4,0.626404
90,8400,5,0.543254
90,8400,6,0.107756
90,8600,1,0.517467
90,8600,2,0.277408
90,8600,3,0.303339
90,8600,4,0.503097
90,8600,5,0.210780
90,8600,6,0.470340
90,8800,1,0.422165
90,8800,2,0.198313
90,8800,3,0.120575
90,8800,4,0.505243
90,8800,5,0.584716
90,8800,6,0.552664
90,9000,1,0.385856
90,9000,2,0.383503
90,9000,3,0.427051
90,9000,4,0.155948
90,9000,5,0.226178
90,9000,6,0.221607
90,9200,1,0.373938
90,9200,2,0.440785
90,9200,3,0.472258
90,9200,4,0.537742
90,9200,5,0.575992
90,9200,6,0.393591
90,9400,1,0.326935
90,9400,2,0.497728
90,9400,3,0.267075
90,9400,4,0.243961
90,9400,5,0.275313
90,9400,6,0.614222
90,9600,1,0.316455
90,9600,2,0.700375
90,9600,3,0.226907
90,9600,4,0.501928
90,9600,5,0.405326
90,9600,6,0.170205
90,9800,1,0.175805
90,9800,2,0.488647
90,9800,3,0.110688
90,9800,4,0.545524
90,9800,5,0.768665
90,9800,6,0.647337
90,10000,1,0.330814
90,10000,2,0.505714
90,10000,3,0.511648
90,10000,4,0.210113
90,10000,5,0.641318
90,10000,6,0.425392
94,1000,1,1.198090
94,1000,2,0.655584
94,1000,3,1.212048
94,1000,4,1.656679
94,1000,5,1.208993
94,1000,6,0.658150
94,1200,1,1.214769
94,1200,2,1.214725
94,1200,3,0.643207
94,1200,4,1.216885
94,1200,5,1.214696
94,1200,6,0.756080
94,1400,1,0.675931
94,1400,2,1.212944
94,1400,3,0.477762
94,1400,4,1.216794
94,1400,5,0.253766
94,1400,6,1.200313
94,1600,1,0.664305
94,1600,2,1.213397
94,1600,3,0.666609
94,1600,4,0.753767
94,1600,5,0.759820
94,1600,6,0.758473
94,1800,1,1.203716
94,1800,2,0.152893
94,1800,3,0.341471
94,1800,4,0.482216
94,1800,5,0.485283
94,1800,6,0.566988
94,2000,1,0.670158
94,2000,2,0.351185
94,2000,3,0.486230
94,2000,4,0.463950
94,2000,5,0.588016
94,2000,6,0.447504
94,2200,1,0.244736
94,2200,2,0.358539
94,2200,3,0.556548
94,2200,4,0.139227
94,2200,5,0.485486
94,2200,6,0.499218
94,2400,1,0.214628
94,2400,2,0.239977
94,2400,3,0.203028
94,2400,4,0.334711
94,2400,5,0.520323
94,2400,6,0.400963
94,2600,1,0.226942
94,2600,2,0.513593
94,2600,3,0.236300
94,2600,4,0.618228
94,2600,5,0.200017
94,2600,6,0.617536
94,2800,1,0.502765
94,2800,2,0.215640
94,2800,3,0.494185
94,2800,4,0.432103
94,2800,5,0.091641
94,2800,6,0.091198
94,3000,1,0.575184
94,3000,2,0.191216
94,3000,3,0.212030
94,3000,4,0.462416
94,3000,5,0.457787
94,3000,6,0.297286
94,3200,1,0.246134
94,3200,2,0.214903
94,3200,3,0.188865
94,3200,4,0.540630
94,3200,5,0.456757
94,3200,6,0.214055
94,3400,1,0.107938
94,3400,2,0.479773
94,3400,3,0.518673
94,3400,4,0.308436
94,3400,5,0.279728
94,3400,6,0.365261
94,3600,1,0.635874
94,3600,2,0.533848
94,3600,3,0.229775
94,3600,4,0.197184
94,3600,5,0.284346
94,3600,6,0.198333
94,3800,1,0.550098
94,3800,2,0.510983
94,3800,3,0.442164
94,3800,4,0.603870
94,3800,5,0.180308
94,3800,6,0.542046
94,4000,1,0.538672
94,4000,2,0.116851
94,4000,3,0.578864
94,4000,4,0.307507
94,4000,5,0.595872
94,4000,6,0.190746
94,4200,1,0.323207
94,4200,2,0.461469
94,4200,3,0.197832
94,4200,4,0.516232
94,4200,5,0.626573
94,4200,6,0.286472
94,4400,1,0.535003
94,4400,2,0.185842
94,4400,3,0.189238
94,4400,4,0.478035
94,4400,5,0.561193
94,4400,6,0.272970
94,4600,1,0.217291
94,4600,2,0.195746
94,4600,3,0.157600
94,4600,4,0.559084
94,4600,5,0.613460
94,4600,6,0.280456
94,4800,1,0.456341
94,4800,2,0.545430
94,4800,3,0.226239
94,4800,4,0.508098
94,4800,5,0.205447
94,4800,6,0.527402
94,5000,1,0.527024
94,5000,2,0.589526
94,5000,3,0.485984
94,5000,4,0.220031
94,5000,5,0.089858
94,5000,6,0.724340
94,5200,1,0.489043
94,5200,2,0.286979
94,5200,3,0.553737
94,5200,4,0.209402
94,5200,5,0.655078
94,5200,6,0.388774
94,5400,1,0.583260
94,5400,2,0.561992
94,5400,3,0.530663
94,5400,4,0.644232
94,5400,5,0.221111
94,5400,6,0.181762
94,5600,1,0.310696
94,5600,2,0.479511
94,5600,3,0.164784
94,5600,4,0.530105
94,5600,5,0.591961
94,5600,6,0.527905
94,5800,1,0.190109
94,5800,2,0.251783
94,5800,3,0.102125
94,5800,4,0.550775
94,5800,5,0.268399
94,5800,6,0.219357
94,6000,1,0.590493
94,6000,2,0.530379
94,6000,3,0.502140
94,6000,4,0.726005
94,6000,5,0.579970
94,6000,6,0.312902
94,6200,1,0.341412
94,6200,2,0.460536
94,6200,3,0.249692
94,6200,4,0.480831
94,6200,5,0.225806
94,6200,6,0.219997
94,6400,1,0.526468
94,6400,2,0.493485
94,6400,3,0.542097
94,6400,4,0.307479
94,6400,5,0.182394
94,6400,6,0.578818
94,6600,1,0.259861
94,6600,2,0.383558
94,6600,3,0.431768
94,6600,4,0.247245
94,6600,5,0.287224
94,6600,6,0.703229
94,6800,1,0.181792
94,6800,2,0.269245
94,6800,3,0.553417
94,6800,4,0.533279
94,6800,5,0.522512
94,6800,6,0.492250
94,7000,1,0.581569
94,7000,2,0.319938
94,7000,3,0.172976
94,7000,4,0.209315
94,7000,5,0.286342
94,7000,6,0.481834
94,7200,1,0.247529
94,7200,2,0.368473
94,7200,3,0.461218
94,7200,4,0.130924
94,7200,5,0.569415
94,7200,6,0.270181
94,7400,1,0.307805
94,7400,2,0.558419
94,7400,3,0.311705
94,7400,4,0.482378
94,7400,5,0.524385
94,7400,6,0.480426
94,7600,1,0.524214
94,7600,2,0.554412
94,7600,3,0.215339
94,7600,4,0.384625
94,7600,5,0.141288
94,7600,6,0.349581
94,7800,1,0.571969
94,7800,2,0.359076
94,7800,3,0.572105
94,7800,4,0.154453
94,7800,5,0.231130
94,7800,6,0.295351
94,8000,1,0.153158
94,8000,2,0.559479
94,8000,3,0.539272
94,8000,4,0.147899
94,8000,5,0.528195
94,8000,6,0.400163
94,8200,1,0.290964
94,8200,2,0.243360
94,8200,3,0.223034
94,8200,4,0.485207
94,8200,5,0.571200
94,8200,6,0.581452
94,8400,1,0.226478
94,8400,2,0.425200
94,8400,3,0.206689
94,8400,4,0.206316
94,8400,5,0.247341
94,8400,6,0.483179
94,8600,1,0.253885
94,8600,2,0.148268
94,8600,3,0.478584
94,8600,4,0.460431
94,8600,5,0.529447
94,8600,6,0.594780
94,8800,1,0.299029
94,8800,2,0.526164
94,8800,3,0.505582
94,8800,4,0.291974
94,8800,5,0.143628
94,8800,6,0.586531
94,9000,1,0.311141
94,9000,2,0.513593
94,9000,3,0.306330
94,9000,4,nan
94,9000,5,0.387875
94,9000,6,0.137287
94,9200,1,0.392075
94,9200,2,0.524158
94,9200,3,0.570951
94,9200,4,0.497700
94,9200,5,0.303954
94,9200,6,0.471304
94,9400,1,0.635426
94,9400,2,0.610535
94,9400,3,0.791215
94,9400,4,0.388644
94,9400,5,0.374929
94,9400,6,0.319760
94,9600,1,0.489442
94,9600,2,0.529616
94,9600,3,0.207787
94,9600,4,0.520386
94,9600,5,0.282610
94,9600,6,0.320540
94,9800,1,0.554401
94,9800,2,0.376159
94,9800,3,0.477899
94,9800,4,0.589387
94,9800,5,0.540557
94,9800,6,0.763095
94,10000,1,0.234400
94,10000,2,0.390884
94,10000,3,0.565910
94,10000,4,0.594382
94,10000,5,0.118604
94,10000,6,0.514078
98,1000,1,1.652559
98,1000,2,1.212325
98,1000,3,1.653078
98,1000,4,1.211352
98,1000,5,1.204557
98,1000,6,1.212764
98,1200,1,1.653602
98,1200,2,0.336558
98,1200,3,1.214050
98,1200,4,1.217602
98,1200,5,1.219432
98,1200,6,1.658584
98,1400,1,0.585085
98,1400,2,1.196655
98,1400,3,0.657328
98,1400,4,1.218989
98,1400,5,0.472630
98,1400,6,0.639458
98,1600,1,0.652974
98,1600,2,0.612803
98,1600,3,0.593648
98,1600,4,0.546281
98,1600,5,0.188871
98,1600,6,1.204195
98,1800,1,0.316013
98,1800,2,0.659049
98,1800,3,0.483641
98,1800,4,0.395722
98,1800,5,0.344301
98,1800,6,1.206729
98,2000,1,0.758609
98,2000,2,0.510405
98,2000,3,0.650093
98,2000,4,0.182184
98,2000,5,0.689791
98,2000,6,0.230811
98,2200,1,0.161825
98,2200,2,0.344856
98,2200,3,0.145311
98,2200,4,0.405261
98,2200,5,0.402092
98,2200,6,0.513730
98,2400,1,0.348584
98,2400,2,0.180747
98,2400,3,0.531185
98,2400,4,0.085764
98,2400,5,0.766594
98,2400,6,0.214132
98,2600,1,0.234078
98,2600,2,0.415612
98,2600,3,0.426451
98,2600,4,0.217347
98,2600,5,0.527552
98,2600,6,0.251374
98,2800,1,0.692956
98,2800,2,0.437805
98,2800,3,0.193308
98,2800,4,0.508979
98,2800,5,0.185792
98,2800,6,0.355123
98,3000,1,0.543686
98,3000,2,0.545095
98,3000,3,0.235792
98,3000,4,0.469887
98,3000,5,0.515684
98,3000,6,0.557636
98,3200,1,0.336899
98,3200,2,0.211553
98,3200,3,0.234806
98,3200,4,0.225842
98,3200,5,0.237594
98,3200,6,0.249190
98,3400,1,0.292453
98,3400,2,0.259858
98,3400,3,0.237687
98,3400,4,0.420590
98,3400,5,0.571434
98,3400,6,0.367598
98,3600,1,0.504034
98,3600,2,0.605316
98,3600,3,0.309272
98,3600,4,0.294771
98,3600,5,0.116214
98,3600,6,0.138430
98,3800,1,0.232487
98,3800,2,0.299032
98,3800,3,0.294827
98,3800,4,0.801977
98,3800,5,0.136483
98,3800,6,0.594795
98,4000,1,0.214559
98,4000,2,0.373597
98,4000,3,0.293339
98,4000,4,0.274761
98,4000,5,0.113094
98,4000,6,0.496850
98,4200,1,0.201706
98,4200,2,0.561867
98,4200,3,0.364211
98,4200,4,0.274362
98,4200,5,0.338572
98,4200,6,0.262974
98,4400,1,0.255360
98,4400,2,0.462470
98,4400,3,0.529852
98,4400,4,0.183902
98,4400,5,0.576821
98,4400,6,0.132708
98,4600,1,0.291995
98,4600,2,0.531546
98,4600,3,0.223826
98,4600,4,0.299790
98,4600,5,0.629860
98,4600,6,0.222120
98,4800,1,0.222982
98,4800,2,0.409734
98,4800,3,0.254058
98,4800,4,0.539922
98,4800,5,0.513854
98,4800,6,0.476131
98,5000,1,0.514410
98,5000,2,0.482672
98,5000,3,0.286931
98,5000,4,0.133344
98,5000,5,0.520942
98,5000,6,0.555240
98,5200,1,0.518028
98,5200,2,0.273766
98,5200,3,0.264590
98,5200,4,0.545109
98,5200,5,0.248826
98,5200,6,0.451899
98,5400,1,0.388101
98,5400,2,0.627968
98,5400,3,0.458498
98,5400,4,0.498231
98,5400,5,0.609943
98,5400,6,0.441502
98,5600,1,0.230318
98,5600,2,0.290117
98,5600,3,0.555893
98,5600,4,0.442322
98,5600,5,0.310469
98,5600,6,0.470580
98,5800,1,0.459592
98,5800,2,0.312192
98,5800,3,0.244560
98,5800,4,0.467524
98,5800,5,0.101951
98,5800,6,0.448110
98,6000,1,0.500214
98,6000,2,0.396982
98,6000,3,0.318248
98,6000,4,0.346815
98,6000,5,0.233471
