BASE_DEPTH,MINIMUM_TASK_COUNT,RUN_NUMBER,RUNTIME
66,2200,2,0.193756
66,2200,3,0.391394
66,2200,4,0.232197
66,2200,5,0.644619
66,2200,6,1.206779
66,2400,1,0.536870
66,2400,2,0.278635
66,2400,3,0.231458
66,2400,4,0.413924
66,2400,5,0.487675
66,2400,6,0.193973
66,2600,1,0.337539
66,2600,2,0.233889
66,2600,3,0.365880
66,2600,4,0.550757
66,2600,5,0.383589
66,2600,6,0.465277
66,2800,1,0.565037
66,2800,2,0.595827
66,2800,3,0.246833
66,2800,4,0.458045
66,2800,5,0.225957
66,2800,6,0.572685
66,3000,1,0.550332
66,3000,2,0.445535
66,3000,3,0.498123
66,3000,4,0.434247
66,3000,5,0.105383
66,3000,6,0.285078
66,3200,1,0.163817
66,3200,2,0.230281
66,3200,3,0.283465
66,3200,4,0.266397
66,3200,5,0.616355
66,3200,6,0.326020
66,3400,1,0.351426
66,3400,2,0.197929
66,3400,3,0.433857
66,3400,4,0.492624
66,3400,5,0.780468
66,3400,6,0.419533
66,3600,1,0.292406
66,3600,2,0.320806
66,3600,3,0.259615
66,3600,4,0.588883
66,3600,5,0.626374
66,3600,6,0.270587
66,3800,1,0.515929
66,3800,2,0.533192
66,3800,3,0.464281
66,3800,4,0.630159
66,3800,5,0.634170
66,3800,6,0.258075
66,4000,1,0.233866
66,4000,2,0.702557
66,4000,3,0.198381
66,4000,4,0.423478
66,4000,5,0.844325
66,4000,6,0.387533
66,4200,1,0.584991
66,4200,2,0.577763
66,4200,3,0.240136
66,4200,4,0.213596
66,4200,5,0.092224
66,4200,6,0.242012
66,4400,1,0.458863
66,4400,2,0.563898
66,4400,3,0.478252
66,4400,4,0.541576
66,4400,5,0.617461
66,4400,6,0.629483
66,4600,1,0.484969
66,4600,2,0.574658
66,4600,3,0.534703
66,4600,4,0.275931
66,4600,5,0.596651
66,4600,6,0.229648
66,4800,1,0.349707
66,4800,2,0.161546
66,4800,3,0.398986
66,4800,4,0.612508
66,4800,5,0.589541
66,4800,6,0.372811
66,5000,1,0.574031
66,5000,2,0.613649
66,5000,3,0.590606
66,5000,4,0.479858
66,5000,5,0.260872
66,5000,6,0.539001
66,5200,1,0.188733
66,5200,2,0.538015
66,5200,3,0.475608
66,5200,4,0.397958
66,5200,5,0.482166
66,5200,6,0.331374
66,5400,1,0.284804
66,5400,2,0.471170
66,5400,3,0.225940
66,5400,4,0.426913
66,5400,5,0.138250
66,5400,6,0.510818
66,5600,1,0.207184
66,5600,2,0.222329
66,5600,3,0.565348
66,5600,4,0.247358
66,5600,5,0.217620
66,5600,6,0.396558
66,5800,1,0.475297
66,5800,2,0.289482
66,5800,3,0.645224
66,5800,4,0.501798
66,5800,5,0.701914
66,5800,6,0.271833
66,6000,1,0.558094
66,6000,2,0.197056
66,6000,3,0.648816
66,6000,4,0.482120
66,6000,5,0.298295
66,6000,6,0.707796
66,6200,1,0.584063
66,6200,2,0.537728
66,6200,3,0.547404
66,6200,4,0.244595
66,6200,5,0.329139
66,6200,6,0.517105
66,6400,1,0.515142
66,6400,2,0.459236
66,6400,3,0.644151
66,6400,4,0.372776
66,6400,5,0.469150
66,6400,6,0.502798
66,6600,1,0.554691
66,6600,2,0.597916
66,6600,3,0.508032
66,6600,4,0.555701
66,6600,5,0.325593
66,6600,6,0.520792
66,6800,1,0.407112
66,6800,2,0.209550
66,6800,3,0.389357
66,6800,4,0.190806
66,6800,5,0.579401
66,6800,6,0.309864
66,7000,1,0.289698
66,7000,2,0.653449
66,7000,3,0.610919
66,7000,4,0.553446
66,7000,5,0.531019
66,7000,6,0.405491
66,7200,1,0.549126
66,7200,2,0.374544
66,7200,3,0.421888
66,7200,4,0.306078
66,7200,5,0.296404
66,7200,6,0.503599
66,7400,1,0.446604
66,7400,2,0.665078
66,7400,3,0.557373
66,7400,4,0.327832
66,7400,5,0.221559
66,7400,6,0.496883
66,7600,1,0.489435
66,7600,2,0.363560
66,7600,3,0.498093
66,7600,4,0.482623
66,7600,5,0.601703
66,7600,6,0.665623
66,7800,1,0.354230
66,7800,2,0.507732
66,7800,3,0.225466
66,7800,4,0.517402
66,7800,5,0.761097
66,7800,6,0.293298
66,8000,1,0.360875
66,8000,2,0.535060
66,8000,3,0.418512
66,8000,4,0.264364
66,8000,5,0.247771
66,8000,6,0.375135
66,8200,1,0.599642
66,8200,2,0.401157
66,8200,3,0.642576
66,8200,4,0.446873
66,8200,5,0.220890
66,8200,6,0.231495
66,8400,1,0.336798
66,8400,2,0.325891
66,8400,3,0.298157
66,8400,4,0.361111
66,8400,5,0.500317
66,8400,6,0.628510
66,8600,1,0.408246
66,8600,2,0.147446
66,8600,3,0.484679
66,8600,4,0.623624
66,8600,5,0.300474
66,8600,6,0.309801
66,8800,1,0.555369
66,8800,2,0.241588
66,8800,3,0.657339
66,8800,4,0.252407
66,8800,5,0.656760
66,8800,6,0.363772
66,9000,1,0.097817
66,9000,2,0.171280
66,9000,3,0.540336
66,9000,4,0.164527
66,9000,5,0.779983
66,9000,6,0.545252
66,9200,1,0.592893
66,9200,2,0.469495
66,9200,3,0.332842
66,9200,4,0.270251
66,9200,5,0.783094
66,9200,6,0.311491
66,9400,1,0.509702
66,9400,2,0.712149
66,9400,3,0.128210
66,9400,4,0.266796
66,9400,5,0.354193
66,9400,6,0.571554
66,9600,1,0.341763
66,9600,2,0.663623
66,9600,3,0.605508
66,9600,4,0.554526
66,9600,5,0.426318
66,9600,6,0.192987
66,9800,1,0.307471
66,9800,2,0.270051
66,9800,3,0.505620
66,9800,4,0.448576
66,9800,5,0.263869
66,9800,6,0.455220
66,10000,1,0.315373
66,10000,2,0.137490
66,10000,3,0.368548
66,10000,4,0.400479
66,10000,5,0.289685
66,10000,6,0.417721
70,1000,1,1.199675
70,1000,2,1.193274
70,1000,3,1.209307
70,1000,4,1.212594
70,1000,5,1.655244
70,1000,6,1.213442
70,1200,1,0.756865
70,1200,2,1.211145
70,1200,3,0.466320
70,1200,4,1.197714
70,1200,5,1.215247
70,1200,6,1.230966
70,1400,1,1.217938
70,1400,2,1.215659
70,1400,3,0.980643
70,1400,4,0.403361
70,1400,5,1.656753
70,1400,6,0.656656
70,1600,1,0.560566
70,1600,2,0.656621
70,1600,3,0.204198
70,1600,4,1.656532
70,1600,5,0.444242
70,1600,6,1.202220
70,1800,1,1.217021
70,1800,2,0.758829
70,1800,3,1.218614
70,1800,4,0.360809
70,1800,5,0.626785
70,1800,6,0.760742
70,2000,1,1.205141
70,2000,2,0.686864
70,2000,3,0.493174
70,2000,4,0.484838
70,2000,5,0.541042
70,2000,6,0.245106
70,2200,1,0.763196
70,2200,2,0.293039
70,2200,3,0.486283
70,2200,4,0.474956
70,2200,5,0.313677
70,2200,6,0.259843
70,2400,1,0.318211
70,2400,2,0.191281
70,2400,3,0.428298
70,2400,4,0.491686
70,2400,5,0.566408
70,2400,6,0.204380
70,2600,1,0.704225
70,2600,2,0.522899
70,2600,3,0.558375
70,2600,4,0.248296
70,2600,5,0.295172
70,2600,6,0.286319
70,2800,1,0.247451
70,2800,2,0.130264
70,2800,3,0.379071
70,2800,4,0.483059
70,2800,5,0.097291
70,2800,6,0.226083
70,3000,1,0.285691
70,3000,2,0.541119
70,3000,3,0.380815
70,3000,4,0.406908
70,3000,5,0.579393
70,3000,6,0.244126
70,3200,1,0.697983
70,3200,2,0.228110
70,3200,3,0.542110
70,3200,4,0.546004
70,3200,5,0.136437
70,3200,6,0.387148
70,3400,1,0.225469
70,3400,2,0.534045
70,3400,3,0.539265
70,3400,4,0.233600
70,3400,5,0.541554
70,3400,6,0.330802
70,3600,1,0.244186
70,3600,2,0.314494
70,3600,3,0.265557
70,3600,4,0.304050
70,3600,5,0.516935
70,3600,6,0.465058
70,3800,1,0.177784
70,3800,2,0.228807
70,3800,3,0.839910
70,3800,4,0.645165
70,3800,5,0.589981
70,3800,6,0.590384
70,4000,1,0.274766
70,4000,2,0.405999
70,4000,3,0.191752
70,4000,4,0.538972
70,4000,5,0.529723
70,4000,6,0.236390
70,4200,1,0.202434
70,4200,2,0.355900
70,4200,3,0.666332
70,4200,4,0.156352
70,4200,5,0.540568
70,4200,6,0.520024
70,4400,1,0.099365
70,4400,2,0.464902
70,4400,3,0.595860
70,4400,4,0.495449
70,4400,5,0.377920
70,4400,6,0.364683
70,4600,1,0.467199
70,4600,2,0.647982
70,4600,3,0.529450
70,4600,4,0.594363
70,4600,5,0.598271
70,4600,6,0.166653
70,4800,1,0.538657
70,4800,2,0.536500
70,4800,3,0.196047
70,4800,4,0.244793
70,4800,5,0.279953
70,4800,6,0.475954
70,5000,1,0.305092
70,5000,2,0.398858
70,5000,3,0.459595
70,5000,4,0.310159
70,5000,5,0.155676
70,5000,6,0.150168
70,5200,1,0.221695
70,5200,2,0.501218
70,5200,3,0.294551
70,5200,4,0.345909
70,5200,5,0.314983
70,5200,6,0.320413
70,5400,1,0.328515
70,5400,2,0.463540
70,5400,3,0.393847
70,5400,4,0.412988
70,5400,5,0.371346
70,5400,6,0.528611
70,5600,1,0.375539
70,5600,2,0.541507
70,5600,3,0.538449
70,5600,4,0.454155
70,5600,5,0.394796
70,5600,6,0.611810
70,5800,1,0.553286
70,5800,2,0.244041
70,5800,3,0.553483
70,5800,4,0.498318
70,5800,5,0.549297
70,5800,6,0.260867
70,6000,1,0.107375
70,6000,2,0.115610
70,6000,3,0.466927
70,6000,4,0.209880
70,6000,5,0.428642
70,6000,6,0.279953
70,6200,1,0.480356
70,6200,2,0.507128
70,6200,3,0.274514
70,6200,4,0.294436
70,6200,5,0.698753
70,6200,6,0.259570
70,6400,1,0.225939
70,6400,2,0.535920
70,6400,3,0.326108
70,6400,4,0.373793
70,6400,5,0.817655
70,6400,6,0.570025
70,6600,1,0.554554
70,6600,2,0.224592
70,6600,3,0.570350
70,6600,4,0.560140
70,6600,5,0.338072
70,6600,6,0.283100
70,6800,1,0.627735
70,6800,2,0.453532
70,6800,3,0.330486
70,6800,4,0.487296
70,6800,5,0.316449
70,6800,6,0.483563
70,7000,1,0.481555
70,7000,2,0.096876
70,7000,3,0.275126
70,7000,4,0.348756
70,7000,5,0.750394
70,7000,6,0.598772
70,7200,1,0.651569
70,7200,2,0.154072
70,7200,3,0.261067
70,7200,4,0.211787
70,7200,5,0.444022
70,7200,6,0.515596
70,7400,1,0.510118
70,7400,2,0.372633
70,7400,3,0.483782
70,7400,4,0.388520
70,7400,5,0.602935
70,7400,6,0.451695
70,7600,1,0.166183
70,7600,2,0.336615
70,7600,3,0.175042
70,7600,4,0.396911
70,7600,5,0.309203
70,7600,6,0.504684
70,7800,1,0.527547
70,7800,2,0.237727
70,7800,3,0.461558
70,7800,4,0.543144
70,7800,5,0.476321
70,7800,6,0.196039
70,8000,1,0.487031
70,8000,2,0.287103
70,8000,3,0.666110
70,8000,4,0.216636
70,8000,5,0.187837
70,8000,6,0.343198
70,8200,1,0.644579
70,8200,2,0.530701
70,8200,3,0.124711
70,8200,4,0.364394
70,8200,5,0.138788
70,8200,6,0.535852
70,8400,1,0.443034
70,8400,2,0.218388
70,8400,3,0.573836
70,8400,4,0.801565
70,8400,5,0.479571
70,8400,6,0.592973
70,8600,1,0.199130
70,8600,2,0.246611
70,8600,3,0.588849
70,8600,4,0.447706
70,8600,5,0.209904
70,8600,6,0.184019
70,8800,1,0.592698
70,8800,2,0.474807
70,8800,3,0.356653
70,8800,4,0.259878
70,8800,5,0.607032
70,8800,6,0.604343
70,9000,1,0.444358
70,9000,2,0.285029
70,9000,3,0.664553
70,9000,4,0.448464
70,9000,5,0.204314
70,9000,6,0.246284
70,9200,1,0.754517
70,9200,2,0.529665
70,9200,3,0.125045
70,9200,4,0.312520
70,9200,5,0.153021
70,9200,6,0.492298
70,9400,1,0.731343
70,9400,2,0.295687
70,9400,3,0.493672
70,9400,4,0.307675
70,9400,5,0.595113
70,9400,6,0.593953
70,9600,1,0.546076
70,9600,2,0.484246
70,9600,3,0.388833
70,9600,4,0.476290
70,9600,5,0.576598
70,9600,6,0.453814
70,9800,1,0.484673
70,9800,2,0.240191
70,9800,3,0.402648
70,9800,4,0.606536
70,9800,5,0.214724
70,9800,6,0.501706
70,10000,1,0.231152
70,10000,2,0.467684
70,10000,3,0.628997
70,10000,4,0.320358
70,10000,5,0.475630
70,10000,6,0.476054
74,1000,1,1.211135
74,1000,2,1.654966
74,1000,3,0.754144
74,1000,4,1.656227
74,1000,5,1.212659
74,1000,6,1.215584
74,1200,1,0.656313
74,1200,2,1.657054
74,1200,3,1.211866
74,1200,4,0.753132
74,1200,5,1.212144
74,1200,6,0.660029
74,1400,1,1.212847
74,1400,2,1.212899
74,1400,3,1.212502
74,1400,4,0.609520
74,1400,5,0.314492
74,1400,6,0.264870
74,1600,1,1.202344
74,1600,2,0.752994
74,1600,3,0.256481
74,1600,4,0.647286
74,1600,5,0.488025
74,1600,6,0.482267
74,1800,1,1.661785
74,1800,2,0.554854
74,1800,3,0.481436
74,1800,4,0.343097
74,1800,5,0.187188
74,1800,6,1.203597
74,2000,1,0.487769
74,2000,2,0.196300
74,2000,3,0.758841
74,2000,4,0.345992
74,2000,5,0.461243
74,2000,6,1.211632
74,2200,1,0.237279
74,2200,2,1.206056
74,2200,3,0.242649
74,2200,4,0.338798
74,2200,5,0.735113
74,2200,6,0.272892
74,2400,1,0.544176
74,2400,2,0.208614
74,2400,3,0.347513
74,2400,4,0.136340
74,2400,5,0.762680
74,2400,6,0.326302
74,2600,1,0.467257
74,2600,2,0.563282
74,2600,3,0.410605
74,2600,4,0.173749
74,2600,5,0.274371
74,2600,6,0.183875
74,2800,1,0.325960
74,2800,2,0.679541
74,2800,3,0.368277
74,2800,4,0.323059
74,2800,5,0.493095
74,2800,6,0.175534
74,3000,1,0.199038
74,3000,2,0.596507
74,3000,3,0.701370
74,3000,4,0.565497
74,3000,5,0.363942
74,3000,6,0.251869
74,3200,1,0.701785
74,3200,2,0.377589
74,3200,3,0.457251
74,3200,4,0.269659
74,3200,5,0.517741
74,3200,6,0.199138
74,3400,1,0.255399
74,3400,2,0.236852
74,3400,3,0.412900
74,3400,4,0.211289
74,3400,5,0.211310
74,3400,6,0.402164
74,3600,1,0.189174
74,3600,2,0.284742
74,3600,3,0.092895
74,3600,4,0.355416
74,3600,5,0.211236
74,3600,6,0.337908
74,3800,1,0.347585
74,3800,2,0.519111
74,3800,3,0.716525
74,3800,4,0.559161
74,3800,5,0.517022
74,3800,6,0.461512
74,4000,1,0.354067
74,4000,2,0.652171
74,4000,3,0.466006
74,4000,4,0.314261
74,4000,5,0.305338
74,4000,6,0.292582
74,4200,1,0.336202
74,4200,2,0.148819
74,4200,3,0.299753
74,4200,4,0.209824
74,4200,5,0.213915
74,4200,6,0.577652
74,4400,1,0.332820
74,4400,2,0.340441
74,4400,3,0.305990
74,4400,4,0.287093
74,4400,5,0.559001
74,4400,6,0.474311
74,4600,1,0.188875
74,4600,2,0.421290
74,4600,3,0.523980
74,4600,4,0.529709
74,4600,5,0.550497
74,4600,6,0.650781
74,4800,1,0.568071
74,4800,2,0.677086
74,4800,3,0.137887
74,4800,4,0.498437
74,4800,5,0.506823
74,4800,6,0.618424
74,5000,1,0.314734
74,5000,2,0.284034
74,5000,3,0.218576
74,5000,4,0.557078
74,5000,5,0.406549
74,5000,6,0.318439
74,5200,1,0.530614
74,5200,2,0.240573
74,5200,3,0.456990
74,5200,4,0.514003
74,5200,5,0.606972
74,5200,6,0.100900
74,5400,1,0.414030
74,5400,2,0.656141
74,5400,3,0.332619
74,5400,4,0.549538
74,5400,5,0.703079
74,5400,6,0.580350
74,5600,1,0.461908
74,5600,2,0.198320
74,5600,3,0.494026
74,5600,4,0.226694
74,5600,5,0.264582
74,5600,6,0.166444
74,5800,1,0.635539
74,5800,2,0.255463
74,5800,3,0.625957
74,5800,4,0.219665
74,5800,5,0.289307
74,5800,6,0.671778
74,6000,1,0.395090
74,6000,2,0.437135
74,6000,3,0.136027
74,6000,4,0.541866
74,6000,5,0.163748
74,6000,6,0.587833
74,6200,1,0.435292
74,6200,2,0.648937
74,6200,3,0.561969
74,6200,4,0.310945
74,6200,5,0.364071
74,6200,6,0.670471
74,6400,1,0.526559
74,6400,2,0.510475
74,6400,3,0.208234
74,6400,4,0.633832
74,6400,5,0.326972
74,6400,6,0.490588
74,6600,1,0.154963
74,6600,2,0.440547
74,6600,3,0.544144
74,6600,4,0.549350
74,6600,5,0.528453
74,6600,6,0.265005
74,6800,1,0.502010
74,6800,2,0.566736
74,6800,3,0.187232
74,6800,4,0.287428
74,6800,5,0.548471
74,6800,6,0.565094
74,7000,1,0.542504
74,7000,2,0.524256
74,7000,3,0.448560
74,7000,4,0.250654
74,7000,5,0.605656
74,7000,6,0.628473
74,7200,1,0.728766
74,7200,2,0.220043
74,7200,3,0.326701
74,7200,4,0.547967
74,7200,5,0.149850
74,7200,6,0.397885
74,7400,1,0.404630
74,7400,2,0.344454
74,7400,3,0.511402
74,7400,4,0.249415
74,7400,5,0.335325
74,7400,6,0.252988
74,7600,1,0.240328
74,7600,2,0.423168
74,7600,3,0.416450
74,7600,4,0.484572
74,7600,5,0.628431
74,7600,6,0.341362
74,7800,1,0.334480
74,7800,2,0.724363
74,7800,3,0.489631
74,7800,4,0.555801
74,7800,5,0.212301
74,7800,6,0.327719
74,8000,1,0.236293
74,8000,2,0.229765
74,8000,3,0.623020
74,8000,4,0.572391
74,8000,5,0.560661
74,8000,6,0.217334
74,8200,1,0.212930
74,8200,2,0.643743
74,8200,3,0.412957
74,8200,4,0.243742
74,8200,5,0.536909
74,8200,6,0.231138
74,8400,1,0.323986
74,8400,2,0.269225
74,8400,3,0.722094
74,8400,4,0.298377
74,8400,5,0.687179
74,8400,6,0.144946
74,8600,1,0.610312
74,8600,2,0.236198
74,8600,3,0.301458
74,8600,4,0.242925
74,8600,5,0.363834
74,8600,6,0.322907
74,8800,1,nan
74,8800,2,0.320827
74,8800,3,0.442323
74,8800,4,0.351198
74,8800,5,0.420478
74,8800,6,0.613614
74,9000,1,0.559718
74,9000,2,0.590847
74,9000,3,0.564852
74,9000,4,0.679952
74,9000,5,0.385801
74,9000,6,0.521647
74,9200,1,0.326607
74,9200,2,0.630629
74,9200,3,0.458643
74,9200,4,0.523892
74,9200,5,0.156070
74,9200,6,0.475041
74,9400,1,0.521426
74,9400,2,0.675707
74,9400,3,0.544135
74,9400,4,0.105882
74,9400,5,0.659034
74,9400,6,0.354151
74,9600,1,0.301559
74,9600,2,0.424935
74,9600,3,0.481433
74,9600,4,0.287217
74,9600,5,0.296178
74,9600,6,0.294639
74,9800,1,0.730127
74,9800,2,0.757876
74,9800,3,0.149897
74,9800,4,0.632414
74,9800,5,0.578688
74,9800,6,0.308533
74,10000,1,0.392034
74,10000,2,0.528844
74,10000,3,0.646626
74,10000,4,0.514851
74,10000,5,0.344390
74,10000,6,0.582126
78,1000,1,0.555669
78,1000,2,1.655468
78,1000,3,1.195509
78,1000,4,1.211508
78,1000,5,0.658891
78,1000,6,1.213094
78,1200,1,0.660447
78,1200,2,0.592201
78,1200,3,1.213025
78,1200,4,0.381077
78,1200,5,1.655727
78,1200,6,1.213164
78,1400,1,1.211652
78,1400,2,0.373212
78,1400,3,0.757529
78,1400,4,1.221478
78,1400,5,1.196785
78,1400,6,0.755014
78,1600,1,0.656717
78,1600,2,1.214179
78,1600,3,0.758820
78,1600,4,0.247404
78,1600,5,0.284576
78,1600,6,1.202388
78,1800,1,0.406114
78,1800,2,0.580248
78,1800,3,0.165358
78,1800,4,0.482961
78,1800,5,0.729002
78,1800,6,1.202271
78,2000,1,0.153553
78,2000,2,0.131517
78,2000,3,0.521899
78,2000,4,0.376152
78,2000,5,0.488074
78,2000,6,0.579620
78,2200,1,0.547848
78,2200,2,0.077303
78,2200,3,0.234591
78,2200,4,0.573090
78,2200,5,0.762604
78,2200,6,0.588811
78,2400,1,0.426728
78,2400,2,0.401235
78,2400,3,0.347960
78,2400,4,0.296661
78,2400,5,0.748063
78,2400,6,0.612888
78,2600,1,0.208931
78,2600,2,0.222116
78,2600,3,0.305611
78,2600,4,0.450384
78,2600,5,0.387504
78,2600,6,0.501208
78,2800,1,0.317609
78,2800,2,0.295726
78,2800,3,0.414066
78,2800,4,0.234096
78,2800,5,0.551927
78,2800,6,0.305803
78,3000,1,0.510825
78,3000,2,0.116885
78,3000,3,0.665619
78,3000,4,0.336437
78,3000,5,0.564279
78,3000,6,0.277752
78,3200,1,0.222086
78,3200,2,0.418232
78,3200,3,0.425167
78,3200,4,0.320618
78,3200,5,0.663104
78,3200,6,0.136032
78,3400,1,0.483102
78,3400,2,0.480723
78,3400,3,0.306817
78,3400,4,0.110397
78,3400,5,0.533602
78,3400,6,0.292030
78,3600,1,0.623374
78,3600,2,0.531127
78,3600,3,0.590336
78,3600,4,0.339033
78,3600,5,0.613796
78,3600,6,0.200122
78,3800,1,0.207113
78,3800,2,0.714962
78,3800,3,0.803017
78,3800,4,0.372443
78,3800,5,0.582014
78,3800,6,0.210260
78,4000,1,0.404442
78,4000,2,0.505019
78,4000,3,0.485828
78,4000,4,0.544600
78,4000,5,0.560829
78,4000,6,0.157709
78,4200,1,0.350097
78,4200,2,0.529480
78,4200,3,0.363412
78,4200,4,0.382138
78,4200,5,0.561426
78,4200,6,0.378178
78,4400,1,0.507512
78,4400,2,0.640584
78,4400,3,0.262507
78,4400,4,0.610674
78,4400,5,0.487151
78,4400,6,0.492403
78,4600,1,0.519447
78,4600,2,0.310914
78,4600,3,0.594750
78,4600,4,0.604388
78,4600,5,0.600925
78,4600,6,0.547222
78,4800,1,0.219850
78,4800,2,0.343667
78,4800,3,0.552811
78,4800,4,0.630135
78,4800,5,0.500754
78,4800,6,0.601731
78,5000,1,0.462527
78,5000,2,0.239007
78,5000,3,0.290637
78,5000,4,0.302960
78,5000,5,0.599556
78,5000,6,0.241799
78,5200,1,0.533243
78,5200,2,0.139117
78,5200,3,0.258055
78,5200,4,0.462535
78,5200,5,0.630198
78,5200,6,0.262130
78,5400,1,0.434243
78,5400,2,0.481432
78,5400,3,0.584328
78,5400,4,0.668084
78,5400,5,0.094053
78,5400,6,0.519462
78,5600,1,0.468475
78,5600,2,0.233664
78,5600,3,0.235469
78,5600,4,0.431083
78,5600,5,0.240959
78,5600,6,0.610608
78,5800,1,0.090901
78,5800,2,0.427304
78,5800,3,0.567535
78,5800,4,0.662992
78,5800,5,0.854364
78,5800,6,0.642587
78,6000,1,0.613713
78,6000,2,0.292751
78,6000,3,0.300956
78,6000,4,0.209466
78,6000,5,0.678549
78,6000,6,0.469784
78,6200,1,0.655136
78,6200,2,0.600548
78,6200,3,0.510472
78,6200,4,0.218771
78,6200,5,0.248654
78,6200,6,0.545752
78,6400,1,0.544009
78,6400,2,0.262257
78,6400,3,0.187425
78,6400,4,0.467139
78,6400,5,0.661662
78,6400,6,0.265680
78,6600,1,0.683072
78,6600,2,0.697759
78,6600,3,0.359357
78,6600,4,0.348568
78,6600,5,0.389331
78,6600,6,0.582520
78,6800,1,0.291692
78,6800,2,0.272050
78,6800,3,0.495469
78,6800,4,0.177837
78,6800,5,0.552607
78,6800,6,0.306453
78,7000,1,0.483086
78,7000,2,0.490539
78,7000,3,0.679235
78,7000,4,0.555413
78,7000,5,0.200584
78,7000,6,0.632044
78,7200,1,0.249225
78,7200,2,0.607075
78,7200,3,0.527770
78,7200,4,0.538689
78,7200,5,0.423615
78,7200,6,0.214094
78,7400,1,0.122390
78,7400,2,0.647118
78,7400,3,0.629138
78,7400,4,0.470305
78,7400,5,0.684040
78,7400,6,0.408679
78,7600,1,0.610753
78,7600,2,0.712502
78,7600,3,0.569935
78,7600,4,0.690286
78,7600,5,0.537555
78,7600,6,0.569941
78,7800,1,0.240813
78,7800,2,0.276299
78,7800,3,0.262764
78,7800,4,0.403647
78,7800,5,0.336688
78,7800,6,0.554095
78,8000,1,0.363609
78,8000,2,0.488055
78,8000,3,0.297059
78,8000,4,0.468010
78,8000,5,0.575500
78,8000,6,0.487729
78,8200,1,0.483642
78,8200,2,0.596482
78,8200,3,0.266015
78,8200,4,0.158227
78,8200,5,0.234448
78,8200,6,0.780718
78,8400,1,0.620002
78,8400,2,0.527825
78,8400,3,0.534418
78,8400,4,0.511954
78,8400,5,0.532237
78,8400,6,0.498694
78,8600,1,0.331697
78,8600,2,0.505770
78,8600,3,0.232150
78,8600,4,0.297468
78,8600,5,0.487133
78,8600,6,0.550891
78,8800,1,0.232414
78,8800,2,0.252498
78,8800,3,0.246086
78,8800,4,0.652538
78,8800,5,0.345054
78,8800,6,0.459986
78,9000,1,0.533721
78,9000,2,0.530476
78,9000,3,0.577088
78,9000,4,0.538013
78,9000,5,0.376883
78,9000,6,0.224309
78,9200,1,0.479005
78,9200,2,0.569827
78,9200,3,0.637077
78,9200,4,0.666469
78,9200,5,0.271703
78,9200,6,0.358070
78,9400,1,0.410374
78,9400,2,0.529830
78,9400,3,0.254876
78,9400,4,0.303725
78,9400,5,0.551899
78,9400,6,0.408558
78,9600,1,0.510829
78,9600,2,0.548972
78,9600,3,0.565171
78,9600,4,0.648800
78,9600,5,0.385917
78,9600,6,0.427208
78,9800,1,0.273855
78,9800,2,0.143272
78,9800,3,0.496009
78,9800,4,0.447434
78,9800,5,0.379563
78,9800,6,0.243423
78,10000,1,0.621560
78,10000,2,0.463582
78,10000,3,0.595137
78,10000,4,0.495162
78,10000,5,0.262046
78,10000,6,0.423103
82,1000,1,1.213392
82,1000,2,1.211878
82,1000,3,0.655448
82,1000,4,1.211263
82,1000,5,1.653373
82,1000,6,1.216094
82,1200,1,0.600382
82,1200,2,1.217875
82,1200,3,0.655738
82,1200,4,1.211536
82,1200,5,1.661416
82,1200,6,0.341877
82,1400,1,0.417765
82,1400,2,1.212249
82,1400,3,0.158497
82,1400,4,0.737977
82,1400,5,1.656530
82,1400,6,1.210953
82,1600,1,0.499715
82,1600,2,0.344591
82,1600,3,0.759647
82,1600,4,0.619840
82,1600,5,0.600337
82,1600,6,0.230300
82,1800,1,1.203846
82,1800,2,0.434935
82,1800,3,0.484248
82,1800,4,1.203360
82,1800,5,1.657905
82,1800,6,0.343107
82,2000,1,0.481944
82,2000,2,0.762067
82,2000,3,0.344626
82,2000,4,0.762946
82,2000,5,0.213505
82,2000,6,0.228965
82,2200,1,0.640813
82,2200,2,0.452232
82,2200,3,1.206480
82,2200,4,0.623994
82,2200,5,0.760018
82,2200,6,0.763087
82,2400,1,0.323412
82,2400,2,0.486815
82,2400,3,0.345865
82,2400,4,0.487367
82,2400,5,0.233786
82,2400,6,0.571358
82,2600,1,0.178845
82,2600,2,0.292618
82,2600,3,0.148853
82,2600,4,0.461844
82,2600,5,0.570675
82,2600,6,0.224837
82,2800,1,0.210075
82,2800,2,0.365987
82,2800,3,0.266191
82,2800,4,0.617002
82,2800,5,0.479005
82,2800,6,0.452893
82,3000,1,0.146042
82,3000,2,0.242470
82,3000,3,0.477815
82,3000,4,0.344657
82,3000,5,0.314043
82,3000,6,0.471781
82,3200,1,0.595665
82,3200,2,0.178550
82,3200,3,0.440639
82,3200,4,0.631908
82,3200,5,0.172561
82,3200,6,0.618724
82,3400,1,0.331102
82,3400,2,0.262386
82,3400,3,0.196986
82,3400,4,0.479078
82,3400,5,0.631986
82,3400,6,0.255762
82,3600,1,0.424859
82,3600,2,0.589630
82,3600,3,0.526308
82,3600,4,0.570037
82,3600,5,0.201964
82,3600,6,0.219768
82,3800,1,0.206994
82,3800,2,0.584175
82,3800,3,0.224001
82,3800,4,0.463787
82,3800,5,0.551734
82,3800,6,0.257765
82,4000,1,0.467872
82,4000,2,0.094133
82,4000,3,0.374873
82,4000,4,0.452867
82,4000,5,0.607397
82,4000,6,0.364273
